Qubit,T1 (us),T2 (us),Frequency (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,ID error ,One
0,237.363640207058,56.15568898730043,4.721902677319062,0.027587890625,0.02587890625,0.029296875,0.0002079075843089,584
1,330.8840002634665,400.1730348123477,4.815134641050472,0.024169921875,0.01416015625,0.0341796875,0.0001064855756541,366
2,271.9501455176158,329.1881452824404,4.609656217102,0.01123046875,0.01953125,0.0029296875,0.0002544077906559,99
3,359.9884567591741,273.0898220422848,4.875544793836765,0.02783203125,0.01123046875,0.04443359375,0.0002072569068531,1072
4,260.9619722218869,237.8143411286274,4.818171606460125,0.016845703125,0.0126953125,0.02099609375,0.0001279301912217,316
5,225.67540407570323,456.675644589406,4.734147294809622,0.00537109375,0.00439453125,0.00634765625,0.0001085240192518,122
6,228.29512014782603,89.67699258749929,4.8762616534145815,0.011474609375,0.001953125,0.02099609375,0.000129213721309,91
7,305.1706883653607,230.68943905924905,4.967506205068967,0.01708984375,0.01904296875,0.01513671875,0.0008604419146665,300
8,299.2168460769973,242.83690892034505,4.902356609666396,0.0126953125,0.01123046875,0.01416015625,0.0001220772053171,139
9,293.402144301336,168.69987316780913,4.987236832359987,0.0087890625,0.005859375,0.01171875,0.0001436888356712,82
10,333.58155811769484,237.2992844722248,4.831526632902481,0.02197265625,0.01416015625,0.02978515625,0.0001652099073648,465
11,205.7224190331731,434.74928590199846,4.972384377890068,0.151123046875,0.14599609375,0.15625,0.0002040935432486,3009
12,346.21456142407595,181.70375562774169,4.936322733129823,0.036865234375,0.03955078125,0.0341796875,0.0006693316525504,371
13,282.24464429147605,110.35106001775098,5.005805031453484,0.023681640625,0.01904296875,0.0283203125,0.0002278522912368,596
14,254.2182980183185,105.76769388813815,4.903345893794462,0.017333984375,0.01806640625,0.0166015625,0.0002369040673901,344
15,304.941767605406,36.3037351886457,4.947902354688534,0.0068359375,0.00732421875,0.00634765625,0.0004723598869707,123
16,309.3678055128772,17.005516850148243,4.960332290011339,0.026611328125,0.03564453125,0.017578125,0.0055087559128532,205
17,226.5013323095532,302.992617225999,4.82081795726768,0.017578125,0.0107421875,0.0244140625,0.0002634669511671,188
18,328.68272919853706,113.3655202707611,4.788131983886611,0.025390625,0.0166015625,0.0341796875,0.0001131598886651,599
19,249.01924654927757,119.02528396286954,4.747017068303384,0.018310546875,0.02490234375,0.01171875,0.0019931207987845,210
20,205.8218312349316,269.6620057265823,4.862343954441019,0.031005859375,0.013671875,0.04833984375,0.0001322834941014,634
21,144.91291165778009,112.53772655869568,4.966491462486027,0.010009765625,0.0126953125,0.00732421875,0.0006951075045149,101
22,277.0962430504157,115.59977056782212,5.038183726073494,0.01220703125,0.00927734375,0.01513671875,0.0001874857035794,180
23,372.2948972658603,193.8576485790228,4.844971763162721,0.0185546875,0.0146484375,0.0224609375,0.0002797182459924,150
24,230.8487331982512,119.6171321492539,5.100796647846751,0.140625,0.01904296875,0.26220703125,0.0001641841511193,5073
25,215.4356220836172,180.1509068250388,4.945218091312783,0.0166015625,0.0078125,0.025390625,0.0005074232022641,291
26,228.94403018509547,15.897392948033955,4.854111516835544,0.020751953125,0.03125,0.01025390625,0.0016851274117798,217
27,326.91858935625186,188.7217330944689,4.747630808951398,0.060791015625,0.05810546875,0.0634765625,0.000151000601787,1054
28,272.66812841560784,102.95893739439768,4.994425320305479,0.04052734375,0.01171875,0.0693359375,0.0002874414170759,1683
29,339.6536110784311,383.5439954410244,4.628640286241771,0.0205078125,0.017578125,0.0234375,0.0001262973008484,500
30,415.1346126110829,66.85963334471003,4.732961874564149,0.010986328125,0.01171875,0.01025390625,0.0001956894126311,110
31,211.7764349541417,57.70133244921788,4.7976462082641484,0.01025390625,0.0087890625,0.01171875,0.0015051190785234,142
32,191.4968396540443,253.6663635542624,4.910378065392481,0.011474609375,0.01318359375,0.009765625,0.0002452940560473,139
33,251.7174688217595,76.3839850782129,4.973182732835734,0.0078125,0.005859375,0.009765625,0.0003991456112005,173
34,302.73367525114344,161.65139747456166,4.678641966551481,0.02685546875,0.02490234375,0.02880859375,9.13265561182e-05,457
35,336.1629792362993,155.7983920043199,4.907598896534122,0.01953125,0.01416015625,0.02490234375,0.0001707561171135,296
36,293.03329869548344,331.07475045775266,4.8123082807478825,0.0146484375,0.0126953125,0.0166015625,0.0001984853645663,150
37,265.863681091056,128.60406675308909,4.837894393553266,0.0146484375,0.015625,0.013671875,0.0001202265950091,223
38,319.9772161574434,86.68383708122336,4.776678184992504,0.03076171875,0.0400390625,0.021484375,0.0004839282447327,265
39,326.5825989356267,143.2714949733445,4.917346245321631,0.020751953125,0.009765625,0.03173828125,0.0002070936219992,699
40,141.29562838686076,31.183932991882195,4.868232928282459,0.02001953125,0.01904296875,0.02099609375,0.0002235835717192,189
41,246.62591526881147,187.97987301989917,4.935538218643918,0.01171875,0.0078125,0.015625,0.000173844611261,89
42,272.7526331775126,141.5319550389583,5.063929789687057,0.014892578125,0.01171875,0.01806640625,0.0002285081770567,176
43,248.4698949241165,222.1389557054206,4.8295569164978085,0.012939453125,0.0078125,0.01806640625,0.0001511615821194,183
44,275.7443747518972,19.266409180889664,4.949164241313063,0.022216796875,0.0185546875,0.02587890625,0.0003599711507656,460
45,102.98731307735318,16.401743401528297,4.999580971637449,0.052490234375,0.05078125,0.05419921875,0.0016865691704161,1099
46,261.86814802648,232.6260796485051,4.853130969425559,0.01171875,0.00830078125,0.01513671875,0.000222353470577,241
47,129.35610613750794,113.9367780650027,4.7695450174048855,0.00830078125,0.00732421875,0.00927734375,0.0002185957680394,121
48,62.26566207095508,32.394453709696165,4.84417184222074,0.013916015625,0.015625,0.01220703125,0.0003505458354842,247
49,305.9681735174217,57.23823474391232,4.697329299117465,0.01123046875,0.01123046875,0.01123046875,0.0002992623636025,202
50,171.09087821155805,40.31308723896935,4.784035464937757,0.013671875,0.0126953125,0.0146484375,0.0004104669262666,227
51,246.8843105023712,271.88004980456026,4.931186235381718,0.04052734375,0.0517578125,0.029296875,0.0002084852775339,308
52,190.0489967128487,156.70664113115905,4.915268430390562,0.009765625,0.0087890625,0.0107421875,0.0001722297571875,170
53,263.54303925629773,271.26721608507387,4.9966237696299975,0.0205078125,0.0078125,0.033203125,0.0001446753402603,166
54,258.3418240328748,178.32264512522826,4.969570245276567,0.018798828125,0.01953125,0.01806640625,0.000253196166979,246
55,285.5782739218013,117.66190425399836,4.837203933582183,0.020751953125,0.0166015625,0.02490234375,0.000163445544833,266
56,225.2430920871339,168.80283938325397,4.814528965038665,0.0185546875,0.0107421875,0.0263671875,0.0001902589238968,276
57,184.60236656785423,120.60502632376613,4.927640374251396,0.016357421875,0.02197265625,0.0107421875,0.0005622029081367,135
58,296.3182208969818,202.72210051883172,4.886982906080825,0.010986328125,0.01513671875,0.0068359375,0.0001223044765955,180
59,203.2104608506835,39.33243161514659,4.971237207253558,0.014892578125,0.01416015625,0.015625,0.0002786921573284,196
60,283.53208896907734,99.38652701652956,4.766263941915732,0.021484375,0.02294921875,0.02001953125,0.0003680251251876,292
61,191.19389818063803,106.49659739467126,4.793797576197544,0.009521484375,0.01318359375,0.005859375,0.0006646200464474,207
62,195.31137181949708,194.39314210366717,4.9352218386952265,0.030029296875,0.0078125,0.05224609375,0.0002230989689181,344
63,224.47886404154332,192.009360925476,5.041617560912233,0.015380859375,0.013671875,0.01708984375,0.000217566237274,141
64,200.0776259802877,169.14720855129983,4.821570711309947,0.008544921875,0.00830078125,0.0087890625,0.0002455299467463,128
65,264.7953047491196,102.77219734243236,4.957161136564158,0.01220703125,0.0078125,0.0166015625,0.0001729431474305,177
66,281.8724248197628,226.0005396816384,4.885006385781491,0.010986328125,0.0078125,0.01416015625,0.0002135935567436,162
67,197.21898070581028,126.5795700028202,5.113937228132005,0.0439453125,0.0361328125,0.0517578125,0.0002486763384687,673
68,183.5761811924717,27.59322738610524,4.743740530568414,0.143310546875,0.2578125,0.02880859375,0.0001669957264582,526
69,192.9103925264613,133.2543025889358,5.117674292535083,0.012939453125,0.01220703125,0.013671875,0.0002372801545265,243
70,227.77890493156303,195.77434296190333,4.89885525734179,0.077392578125,0.0625,0.09228515625,0.0001423536797473,1398
71,207.298550464501,292.34560065053523,4.78826581679657,0.01220703125,0.01171875,0.0126953125,0.0001674201814919,149
72,254.45008747357397,154.85624563150367,5.059185496860154,0.016845703125,0.013671875,0.02001953125,0.0001523912295274,254
73,226.26551623073163,188.55840448784912,4.979583186134598,0.015869140625,0.009765625,0.02197265625,0.0001992982124936,167
74,154.85073417830372,92.74777181967973,5.031459650777392,0.01318359375,0.01123046875,0.01513671875,0.000242206366128,172
75,238.7494357993793,28.12770443306369,5.00605996602745,0.011474609375,0.01123046875,0.01171875,0.0002329682299604,155
76,263.74397327636154,95.79259618335958,4.837429938256509,0.010498046875,0.00927734375,0.01171875,0.0001803945019518,170
77,60.56871397858621,59.05940560358328,5.041930182418608,0.031982421875,0.0146484375,0.04931640625,0.0002040762237497,750
78,136.81561670024473,222.8582285019836,4.643403410229718,0.015380859375,0.01220703125,0.0185546875,0.0001869507816945,201
79,223.00050197114828,76.44451373970206,4.863174043616778,0.01123046875,0.0126953125,0.009765625,0.0002200734883359,138
80,238.8443536875099,326.5464593744437,5.031451486601997,0.0234375,0.0224609375,0.0244140625,0.0001010711650764,478
81,224.2667174919357,209.402736490496,4.930437724986329,0.03955078125,0.037109375,0.0419921875,0.0001392633103543,885
82,203.69821314734975,289.3873523146318,4.893628739353972,0.041015625,0.05712890625,0.02490234375,0.0002587541658294,498
83,208.95709374019657,48.99482779873459,4.790691328756312,0.024169921875,0.01513671875,0.033203125,0.0002454299202858,432
84,268.15073894278925,163.67274461331002,4.679688727307656,0.009765625,0.0107421875,0.0087890625,0.0001825199401104,127
85,317.58017257769774,278.0342383878511,5.104782070770418,0.013916015625,0.0107421875,0.01708984375,0.0002222820082782,123
86,237.7204080529393,165.38459925392377,4.898813830538599,0.043212890625,0.03125,0.05517578125,0.0002269873124743,892
87,80.77215805565244,103.0075739209731,4.992086783452558,0.02197265625,0.03125,0.0126953125,0.0022033177930275,258
88,215.30633213979837,151.3590328677911,5.099371870198265,0.009765625,0.0126953125,0.0068359375,0.0002506075118274,147
89,226.4697706705313,159.07330355437304,4.956490368319185,0.019287109375,0.01708984375,0.021484375,0.0001850880807482,297
90,238.32669441931785,31.58258712436783,4.905598190825327,0.011474609375,0.00927734375,0.013671875,0.0004255368320766,135
91,108.04880526007496,124.52324444704594,4.9146504820666665,0.0439453125,0.07568359375,0.01220703125,0.0050032157886574,245
92,202.0517942079916,135.33354336767664,4.912100304124277,0.0078125,0.005859375,0.009765625,0.0002383708167999,176
93,166.37660122401425,78.6104228216916,4.964120905981873,0.03173828125,0.0341796875,0.029296875,0.000437596445684,457
94,175.77467499960056,105.40093679849063,4.975880681305636,0.016845703125,0.01123046875,0.0224609375,0.000501486071708,341
95,278.37997815974927,144.74369740591015,4.838915459034274,0.02099609375,0.03515625,0.0068359375,0.0033415746840282,165
96,292.471843220834,48.61818026036055,4.747920344264782,0.045166015625,0.04443359375,0.0458984375,0.0002219688301265,971
97,203.8421120489532,105.34072246599295,4.816155095575758,0.010498046875,0.00634765625,0.0146484375,0.0002519354036554,245
98,156.93108723076614,85.16814680594456,4.942860992099829,0.01416015625,0.0185546875,0.009765625,0.001187827759302,192
99,234.06950438912864,318.88129073857,5.06011842112479,0.017578125,0.0087890625,0.0263671875,0.0001399842847837,342
100,217.2535303872481,156.77765214914996,4.905358283879631,0.010986328125,0.01416015625,0.0078125,0.0002212217127035,183
101,59.61766767123973,283.68795461856644,5.065353602408422,0.025390625,0.01611328125,0.03466796875,0.0010122711657394,702
102,57.55329942204007,238.86002321551717,4.809695259611508,0.0390625,0.03466796875,0.04345703125,0.0001946952355685,730
103,273.9068438674155,77.45738217914536,4.9334450457823165,0.01025390625,0.00927734375,0.01123046875,0.0002132991604908,105
104,154.17823063754278,156.32270746711615,4.765566287823092,0.011474609375,0.01123046875,0.01171875,0.0001701568514512,199
105,220.1973487665745,66.43049325905268,4.982199010144558,0.00439453125,0.00439453125,0.00439453125,0.000326811377673,170
106,317.625654214042,178.4448257270528,4.878174516599621,0.030517578125,0.02685546875,0.0341796875,0.000155822877195,425
107,285.30005177494047,96.35627405615313,4.916031885176845,0.017578125,0.0166015625,0.0185546875,0.0002283530219252,363
108,162.4824736148021,186.29784176636,5.056205686584466,0.013671875,0.01806640625,0.00927734375,0.0002300633357382,174
109,217.1551460675939,203.33653363652823,4.984975711077484,0.0224609375,0.02099609375,0.02392578125,0.0002510396587055,434
110,187.24618859435571,242.52155295932087,4.830169495309351,0.0146484375,0.01513671875,0.01416015625,0.0004024340008595,208
111,258.45442570023374,310.8556502258023,4.853177115239781,0.013427734375,0.013671875,0.01318359375,0.000164153665099,198
112,132.53065883455864,27.973983146181983,5.002440101475162,0.005126953125,0.005859375,0.00439453125,0.0002017533376762,93
113,182.41606637665424,203.592858614812,5.031998013688977,0.01025390625,0.013671875,0.0068359375,0.0002442033569171,111
114,340.59412110967816,54.06061597339939,4.822465360906,0.15234375,0.138671875,0.166015625,0.0001090629883317,2906
115,203.2848182663578,88.92697213154244,5.028018614631692,0.012939453125,0.01025390625,0.015625,0.0002652275301295,304
116,316.2365358276142,371.4470446625182,4.9127418205242295,0.015625,0.0107421875,0.0205078125,0.0001179003480168,223
117,249.40702314157545,250.81155224375703,4.8331246821616105,0.015625,0.01220703125,0.01904296875,0.0002372533832219,246
118,110.61645403444844,151.05288329360144,4.732973548530305,0.005615234375,0.005859375,0.00537109375,0.0003751949766211,68
119,9.941314519029865,134.77341949544987,4.802589550581098,0.01806640625,0.0224609375,0.013671875,0.0002868983258286,361
120,266.2538308673068,264.4087795100383,4.83661684898145,0.015380859375,0.01611328125,0.0146484375,0.0003534851861452,318
121,289.10777895466816,323.46908750176067,4.967924832613705,0.021484375,0.0244140625,0.0185546875,0.0002763060848094,322
122,172.4188010855366,154.58983071846063,4.937578373187825,0.02294921875,0.02490234375,0.02099609375,0.0002860529402004,351
123,197.69613433192572,142.5552996639191,5.034333422554303,0.01708984375,0.01904296875,0.01513671875,0.0004460671404985,167
124,221.6121758636837,229.3253713880074,4.949163545523971,0.0146484375,0.01171875,0.017578125,0.0001749732542607,180
125,157.95433641918513,156.96471123810178,4.859126201587496,0.009765625,0.009765625,0.009765625,0.0003139437557283,154
126,178.4520450949626,124.5911957053401,4.908243771924405,0.007568359375,0.00732421875,0.0078125,0.0001488795467243,135
