"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","âˆšx (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"0","232.31926033986934","323.0582975949717","4.655635272447966","-0.3110632460863657","0.005126953125","0.00634765625","0.00390625","1244.4444444444443","0.00019917767651141702","0","0.00019917767651141702","0.00019917767651141702","0_14:0.005632357041127356;0_1:0.007984841153230726","0_14:561.7777777777777;0_1:561.7777777777777","true"
"1","521.0552804202151","130.86193138748442","4.5349600609448295","-0.31302980539784336","0.015869140625","0.01123046875","0.0205078125","1244.4444444444443","0.00019053803989403526","0","0.00019053803989403526","0.00019053803989403526","1_2:0.0072497966927992374","1_2:561.7777777777777","true"
"2","272.73794752613907","142.77383610540738","4.680131009856867","-0.3092563684570482","0.01171875","0.009765625","0.013671875","1244.4444444444443","0.00013190762689307018","0","0.00013190762689307018","0.00013190762689307018","2_3:0.005792924911514008","2_3:583.1111111111111","true"
"3","249.63594857402217","142.13468228326232","4.606646979039873","-0.25135835423971303","0.00634765625","0.0048828125","0.0078125","1244.4444444444443","0.00009249957502048963","0","0.00009249957502048963","0.00009249957502048963","","","true"
"4","541.8192633031138","227.85974291043976","4.462321218561688","-0.25507850560311957","0.084716796875","0.06982421875","0.099609375","1244.4444444444443","0.0005581641294551435","0","0.0005581641294551435","0.0005581641294551435","4_15:0.012131965934523647;4_3:0.007145187082173821","4_15:583.1111111111111;4_3:561.7777777777777","true"
"5","438.15356415087024","442.81284248188086","4.42668270528158","-0.2804432142711162","0.016357421875","0.0244140625","0.00830078125","1244.4444444444443","0.00017550014416228507","0","0.00017550014416228507","0.00017550014416228507","5_4:0.0061568719360703406","5_4:561.7777777777777","true"
"6","372.89584789278797","185.4006400646429","4.64008281369921","-0.3108103399516748","0.0126953125","0.0087890625","0.0166015625","1244.4444444444443","0.00009255199820973971","0","0.00009255199820973971","0.00009255199820973971","6_5:0.004384311835444854","6_5:583.1111111111111","true"
"7","410.7681347984127","363.2063834652582","4.475705728229978","-0.2813271220492828","0.005126953125","0.00390625","0.00634765625","1244.4444444444443","0.00009831439234421045","0","0.00009831439234421045","0.00009831439234421045","7_6:0.01372045172817693;7_8:0.12088011515655644","7_6:561.7777777777777;7_8:561.7777777777777","true"
"8","423.20033408167046","316.26113499159607","4.401861321822477","-0.25507427876459826","0.15283203125","0.263671875","0.0419921875","1244.4444444444443","0.05751896732145505","0","0.05751896732145505","0.05751896732145505","8_9:0.03297314977095922","8_9:561.7777777777777","true"
"9","454.1564258582864","376.3262951626362","4.519007019080786","-0.29730654926594685","0.01416015625","0.017578125","0.0107421875","1244.4444444444443","0.00014162302569287698","0","0.00014162302569287698","0.00014162302569287698","","","true"
"10","233.40333886532412","78.30533009331471","4.62836418888635","","0.011962890625","0.01123046875","0.0126953125","1244.4444444444443","0.00014926323124203175","0","0.00014926323124203175","0.00014926323124203175","10_9:0.007754817090828925;10_11:0.007423265709747662","10_9:583.1111111111111;10_11:561.7777777777777","true"
"11","242.62157929437254","220.72528313966023","4.5715190711683915","-0.31187801080194943","0.004638671875","0.005859375","0.00341796875","1244.4444444444443","0.00020783641018938103","0","0.00020783641018938103","0.00020783641018938103","11_12:0.005442787819346873","11_12:583.1111111111111","true"
"12","378.7884970988112","378.88050890271586","4.4643349961207734","-0.3114335997689411","0.017822265625","0.0146484375","0.02099609375","1244.4444444444443","0.00010446943265975772","0","0.00010446943265975772","0.00010446943265975772","","","true"
"13","446.8310757521897","91.48537843271934","4.573358602102173","","0.0263671875","0.0224609375","0.0302734375","1244.4444444444443","0.00024489234241117333","0","0.00024489234241117333","0.00024489234241117333","13_12:0.005831033747117742","13_12:561.7777777777777","true"
"14","277.32414902676476","330.23714298621314","4.603980299498701","-0.3075149117337717","0.005126953125","0.0068359375","0.00341796875","1244.4444444444443","0.00015214630699389575","0","0.00015214630699389575","0.00015214630699389575","14_18:0.004545979559413216","14_18:583.1111111111111","true"
"15","380.5148007759491","70.9926395505747","4.495946525908636","-0.3235838974181829","0.0263671875","0.0146484375","0.0380859375","1244.4444444444443","0.0005410877531115717","0","0.0005410877531115717","0.0005410877531115717","","","true"
"16","421.7006835936474","127.82068064772756","4.513223181798372","-0.31250997509736017","0.03125","0.0224609375","0.0400390625","1244.4444444444443","0.00012244193634923476","0","0.00012244193634923476","0.00012244193634923476","16_8:0.03366256595050948","16_8:583.1111111111111","true"
"17","413.9342007875416","69.63560089463772","4.675767300097434","-0.3222371456169295","0.058837890625","0.0634765625","0.05419921875","1244.4444444444443","0.0003925617269211897","0","0.0003925617269211897","0.0003925617269211897","17_12:0.03774562975449702;17_30:0.032997617608858776","17_12:561.7777777777777;17_30:561.7777777777777","true"
"18","433.1155608043481","49.281615809927345","4.514795714933109","-0.32147907217387134","0.005126953125","0.00830078125","0.001953125","1244.4444444444443","0.00020119956830071467","0","0.00020119956830071467","0.00020119956830071467","","","true"
"19","333.4311638524518","214.71675401882166","4.4441347767072665","-0.3142519677447134","0.036376953125","0.03466796875","0.0380859375","1244.4444444444443","0.00025308938880370854","0","0.00025308938880370854","0.00025308938880370854","19_18:0.0075330958789697755","19_18:561.7777777777777","true"
"20","339.0853438381704","375.1828995075223","4.341294259686809","-0.31659680563840864","0.03759765625","0.0380859375","0.037109375","1244.4444444444443","0.0001372428937304671","0","0.0001372428937304671","0.0001372428937304671","20_19:0.007121494470281875","20_19:583.1111111111111","true"
"21","460.13330547249427","200.50194356575602","4.485177985261963","-0.3137510643214938","0.013427734375","0.01025390625","0.0166015625","1244.4444444444443","0.00016120391657461363","0","0.00016120391657461363","0.00016120391657461363","21_20:0.012446957886126986;21_22:0.005954554925254818","21_20:561.7777777777777;21_22:583.1111111111111","true"
"22","357.88071469841464","77.1937803857095","4.382948254031234","-0.3235699465364606","0.01708984375","0.01318359375","0.02099609375","1244.4444444444443","0.0014673078659458512","0","0.0014673078659458512","0.0014673078659458512","22_23:0.00651678329063865;22_15:0.015881382061796012","22_23:561.7777777777777;22_15:561.7777777777777","true"
"23","366.3085538123374","224.28322640519997","4.531768252492845","-0.34910557092715694","0.019287109375","0.025390625","0.01318359375","1244.4444444444443","0.00008932105739954361","0","0.00008932105739954361","0.00008932105739954361","23_24:0.016099114945597126","23_24:561.7777777777777","true"
"24","279.97420964851904","64.22718195242905","4.646177450751882","-0.3098937587669715","0.03515625","0.03662109375","0.03369140625","1244.4444444444443","0.0005624431509975516","0","0.0005624431509975516","0.0005624431509975516","24_25:0.011689719169465373","24_25:561.7777777777777","true"
"25","233.11461183692754","270.27334464097993","4.702185054472153","-0.3104687819443247","0.008056640625","0.0078125","0.00830078125","1244.4444444444443","0.00012058714630511971","0","0.00012058714630511971","0.00012058714630511971","","","true"
"26","219.62803350377453","99.1169433243085","4.648806260185732","","0.014404296875","0.0107421875","0.01806640625","1244.4444444444443","0.0005578749370090582","0","0.0005578749370090582","0.0005578749370090582","26_16:0.008136172497174132;26_25:0.01019933031969189;26_27:0.01341756590383586","26_16:561.7777777777777;26_25:561.7777777777777;26_27:583.1111111111111","true"
"27","332.557869074629","85.03105020263008","4.6100373361671485","-0.2878947957747321","0.02978515625","0.0234375","0.0361328125","1244.4444444444443","0.0002942844890910482","0","0.0002942844890910482","0.0002942844890910482","","","true"
"28","162.32937852863975","10.93371745807039","4.516881051400209","-0.31512500613226163","0.010009765625","0.0087890625","0.01123046875","1244.4444444444443","0.00023044215890343975","0","0.00023044215890343975","0.00023044215890343975","28_27:0.010444442526646502","28_27:561.7777777777777","true"
"29","370.3552342447836","291.9396826793077","4.460020844142292","-0.3164470706353105","0.013427734375","0.01611328125","0.0107421875","1244.4444444444443","0.00013243879054795094","0","0.00013243879054795094","0.00013243879054795094","29_28:0.007288256908633051;29_30:0.01341046728939671","29_28:561.7777777777777;29_30:561.7777777777777","true"
"30","261.38301339728554","136.0188136677001","4.646542416561139","-0.2835614267270895","0.080078125","0.076171875","0.083984375","1244.4444444444443","0.0008176402826895335","0","0.0008176402826895335","0.0008176402826895335","","","true"
"31","329.44374555262414","149.60927895829292","4.612997525558622","-0.3112675880038357","0.009521484375","0.01611328125","0.0029296875","1244.4444444444443","0.0006914961450172727","0","0.0006914961450172727","0.0006914961450172727","31_30:0.0115623038926152;31_32:0.021625515798435302","31_30:561.7777777777777;31_32:561.7777777777777","true"
"32","320.63676515264206","105.41346912633394","4.499279735427995","-0.3128171150093984","0.04248046875","0.0439453125","0.041015625","1244.4444444444443","0.0001690132228895026","0","0.0001690132228895026","0.0001690132228895026","","","true"
"33","391.2205240158313","260.77675377180896","4.596925255173368","","0.002197265625","0.00244140625","0.001953125","1244.4444444444443","0.00010929713982939689","0","0.00010929713982939689","0.00010929713982939689","33_20:0.007816842543857505;33_39:0.016045797385183247","33_20:561.7777777777777;33_39:561.7777777777777","true"
"34","365.11624272831125","171.38030866925735","4.5619630254486525","","0.011962890625","0.01123046875","0.0126953125","1244.4444444444443","0.00023650127592847627","0","0.00023650127592847627","0.00023650127592847627","34_24:0.009243201784394028","34_24:561.7777777777777","true"
"35","309.52736654464366","66.3952596693868","4.721871736688125","-0.30795810239191124","0.00927734375","0.01123046875","0.00732421875","1244.4444444444443","0.0003072093656103587","0","0.0003072093656103587","0.0003072093656103587","35_28:0.013038642456915217;35_47:0.013693702378363148","35_28:561.7777777777777;35_47:583.1111111111111","true"
"36","345.941238680082","189.77028437839286","4.608021917593615","-0.31164624269239977","0.008544921875","0.01171875","0.00537109375","1244.4444444444443","0.00021817632926063104","0","0.00021817632926063104","0.00021817632926063104","36_51:0.00808151885117453;36_32:0.007397862264858446","36_51:561.7777777777777;36_32:561.7777777777777","true"
"37","420.7135575419307","245.14258469459392","4.497759303444013","","0.02734375","0.0185546875","0.0361328125","1244.4444444444443","0.0013922170531645477","0","0.0013922170531645477","0.0013922170531645477","37_52:0.020040811298339845;37_38:0.02304671312228701","37_52:561.7777777777777;37_38:583.1111111111111","true"
"38","491.32913577782995","345.664716122354","4.475497030707271","-0.33539586706236296","0.0087890625","0.01025390625","0.00732421875","1244.4444444444443","0.0009704633228652197","0","0.0009704633228652197","0.0009704633228652197","","","true"
"39","483.4137225482638","67.42686637406638","4.504426818463584","-0.31295465019890567","0.010009765625","0.0146484375","0.00537109375","1244.4444444444443","0.0011112661171307013","0","0.0011112661171307013","0.0011112661171307013","39_38:0.03196761707643658","39_38:561.7777777777777","true"
"40","337.3254197904221","32.608481067193914","4.4643469544826155","-0.33809284738007156","0.019287109375","0.029296875","0.00927734375","1244.4444444444443","0.000665879261891163","0","0.000665879261891163","0.000665879261891163","40_41:0.01370807235779914;40_39:0.04326321254589233","40_41:561.7777777777777;40_39:561.7777777777777","true"
"41","290.2414667123466","380.48823645848483","4.575899456337658","-0.3452224783858925","0.00390625","0.0048828125","0.0029296875","1244.4444444444443","0.00013690767913532097","0","0.00013690767913532097","0.00013690767913532097","","","true"
"42","283.23425009827747","79.70553005998471","4.641377058495645","-0.33193206992602775","0.002197265625","0.0029296875","0.00146484375","1244.4444444444443","0.00017080363363033936","0","0.00017080363363033936","0.00017080363363033936","42_41:0.0050719793098986665;42_43:0.006717861139402759","42_41:583.1111111111111;42_43:561.7777777777777","true"
"43","316.58631167489835","243.64277209290512","4.523122478810126","-0.3218076034687584","0.00244140625","0.0029296875","0.001953125","1244.4444444444443","0.00015547903726310366","0","0.00015547903726310366","0.00015547903726310366","43_34:0.006616764950203802","43_34:583.1111111111111","true"
"44","39.69521016980303","68.3005344813996","4.594565881322674","-0.2725547830259511","0.061767578125","0.07080078125","0.052734375","1244.4444444444443","0.0006410913717374125","0","0.0006410913717374125","0.0006410913717374125","44_43:0.01370859390193696","44_43:561.7777777777777","true"
"45","226.96410468708353","135.30753161165268","4.630447143134969","-0.31121477664524183","0.0048828125","0.0048828125","0.0048828125","1244.4444444444443","0.00019785024965216335","0","0.00019785024965216335","0.00019785024965216335","45_46:0.014402302409836698;45_44:0.014557078323013117","45_46:561.7777777777777;45_44:583.1111111111111","true"
"46","369.11631262645955","65.87074531771347","4.710121321558778","-0.31051099269051724","0.00390625","0.00439453125","0.00341796875","1244.4444444444443","0.0005694031232303219","0","0.0005694031232303219","0.0005694031232303219","46_47:0.021788299704774194","46_47:561.7777777777777","true"
"47","382.95928050822","113.3214745703488","4.68071391851429","-0.2791698234955903","0.038818359375","0.02685546875","0.05078125","1244.4444444444443","0.00101778024040201","0","0.00101778024040201","0.00101778024040201","","","true"
"48","287.67130758169156","84.03723882608601","4.625121630011132","-0.31121814662509445","0.00390625","0.005859375","0.001953125","1244.4444444444443","0.00020509343626584465","0","0.00020509343626584465","0.00020509343626584465","48_47:0.01917401714709438;48_49:0.005469861855377622","48_47:561.7777777777777;48_49:583.1111111111111","true"
"49","232.89342563742764","78.99620754834899","4.581944634808985","-0.35202725215057706","0.016845703125","0.01611328125","0.017578125","1244.4444444444443","0.00022638250245754827","0","0.00022638250245754827","0.00022638250245754827","","","true"
"50","373.50713280872804","89.31684600261572","4.457761736687909","-0.3137510834931671","0.006103515625","0.0087890625","0.00341796875","1244.4444444444443","0.0001690641294492593","0","0.0001690641294492593","0.0001690641294492593","50_49:0.012626852706410674;50_51:0.007547227011520219","50_49:561.7777777777777;50_51:583.1111111111111","true"
"51","257.80816089543686","73.98682233210822","4.565359230792748","-0.2968087163341602","0.058349609375","0.0517578125","0.06494140625","1244.4444444444443","0.00019692473011524763","0","0.00019692473011524763","0.00019692473011524763","","","true"
"52","289.8840118276489","33.810877632179384","4.444492261599254","-0.2854962354743173","0.093505859375","0.087890625","0.09912109375","1244.4444444444443","0.00044671878783954304","0","0.00044671878783954304","0.00044671878783954304","","","true"
"53","391.3459219852715","513.7918019772176","4.6219994287005575","-0.3089157779566661","0.0087890625","0.0078125","0.009765625","1244.4444444444443","0.00011763090015839694","0","0.00011763090015839694","0.00011763090015839694","53_41:0.004039611176562263;53_60:0.0038388731268939047","53_41:561.7777777777777;53_60:583.1111111111111","true"
"54","302.46170045346724","18.026000275562804","4.501328954071678","-0.31299719319013514","0.0107421875","0.01220703125","0.00927734375","1244.4444444444443","0.00024067732995730262","0","0.00024067732995730262","0.00024067732995730262","54_64:0.010248391934875423;54_45:0.00827635924104847","54_64:583.1111111111111;54_45:561.7777777777777","true"
"55","357.1161090057925","42.144531061604525","4.68630821510825","-0.3100668699291798","0.02734375","0.02490234375","0.02978515625","1244.4444444444443","0.00013772912149085512","0","0.00013772912149085512","0.00013772912149085512","55_49:0.00703340696547522","55_49:561.7777777777777","true"
"56","180.69809958579015","239.4020673680928","4.553684365856892","","0.0078125","0.01318359375","0.00244140625","1244.4444444444443","0.0003347842737957236","0","0.0003347842737957236","0.0003347842737957236","56_52:0.010165644696469467","56_52:561.7777777777777","true"
"57","260.5170626943087","55.891498844340944","4.639602516597543","-0.3110258364070089","0.005615234375","0.00927734375","0.001953125","1244.4444444444443","0.0004308096791631005","0","0.0004308096791631005","0.0004308096791631005","57_56:0.014351595106223747;57_58:0.02700085289743298","57_56:561.7777777777777;57_58:583.1111111111111","true"
"58","268.3215994955801","44.53255083269776","4.60946304615982","-0.3120232272887944","0.0048828125","0.00537109375","0.00439453125","1244.4444444444443","0.000591296081677129","0","0.000591296081677129","0.000591296081677129","58_71:0.01702571486170229;58_59:0.013086348493060562","58_71:561.7777777777777;58_59:561.7777777777777","true"
"59","322.7154051717627","90.22591922849612","4.769975013661054","-0.3055632788590134","0.0078125","0.0068359375","0.0087890625","1244.4444444444443","0.0001885712186463229","0","0.0001885712186463229","0.0001885712186463229","59_60:0.007007737985107398","59_60:561.7777777777777","true"
"60","273.038109686163","449.95737430428704","4.517593135842361","-0.3130252570847025","0.00927734375","0.0166015625","0.001953125","1244.4444444444443","0.00015936584356411094","0","0.00015936584356411094","0.00015936584356411094","60_61:0.009336554351219606","60_61:561.7777777777777","true"
"61","307.51754275427044","172.13936217736517","4.689248772804392","","0.0146484375","0.0107421875","0.0185546875","1244.4444444444443","0.0002192863439092389","0","0.0002192863439092389","0.0002192863439092389","61_62:0.016081039475013048","61_62:561.7777777777777","true"
"62","287.10008549526685","26.973170940958774","4.647032945795505","-0.2863049460361145","0.0458984375","0.037109375","0.0546875","1244.4444444444443","0.0006862939039704542","0","0.0006862939039704542","0.0006862939039704542","","","true"
